Date,Price,Volume,Open,High,Low
06/06/2022,118.50,230393,120.82,120.99,117.63
06/03/2022,118.87,225138,117.55,120.46,115.23
06/02/2022,116.87,312379,114.80,117.77,111.20
06/01/2022,115.26,272725,115.40,117.87,114.58
05/31/2022,114.67,423538,114.96,119.98,114.15
05/27/2022,115.07,203136,114.20,115.30,112.85
05/26/2022,114.09,219909,110.69,114.83,110.27
05/25/2022,110.33,179473,110.39,111.68,109.23
05/24/2022,109.77,214622,110.41,110.41,109.67
05/23/2022,110.29,204150,110.56,111.96,109.15
05/20/2022,113.23,12699,111.45,114.04,110.85
05/19/2022,112.21,36889,109.09,112.62,105.13
05/18/2022,109.59,87719,113.66,115.42,108.46
05/17/2022,112.40,227443,113.87,115.56,111.75
05/16/2022,114.20,258919,110.98,114.90,108.11
05/13/2022,110.49,215051,106.65,110.64,106.29
05/12/2022,106.13,290935,105.63,107.37,102.66
05/11/2022,105.71,343694,99.00,106.44,98.20
05/10/2022,99.76,352536,102.65,104.16,98.86
05/09/2022,103.09,333300,110.43,110.49,102.13
05/06/2022,109.77,262720,108.70,111.18,107.24
05/05/2022,108.26,274172,107.58,111.37,106.45
05/04/2022,107.81,258895,103.50,108.61,102.95
05/03/2022,102.41,224561,105.08,105.80,102.10
05/02/2022,105.17,246170,104.00,105.94,100.28
04/29/2022,104.69,276730,105.17,107.99,103.78
04/28/2022,105.36,295001,102.11,105.68,100.13
04/27/2022,102.02,263567,101.76,102.99,99.80
04/26/2022,101.70,335929,98.64,102.78,97.06
04/25/2022,98.54,313420,101.38,101.55,95.28
04/22/2022,102.07,231104,104.07,104.22,101.06
04/21/2022,103.79,263513,102.50,105.42,102.01
04/20/2022,102.75,12340,103.05,104.16,100.70
04/19/2022,102.56,39654,107.75,108.92,102.10
04/18/2022,108.21,49567,107.03,109.81,106.00
04/14/2022,106.95,211055,104.20,107.64,102.12
04/13/2022,104.25,271093,100.91,104.47,99.87
04/12/2022,100.60,293089,95.17,101.35,94.84
04/11/2022,94.29,276968,98.40,98.52,92.93
04/08/2022,98.26,274803,97.17,98.76,95.29
04/07/2022,96.03,326388,97.16,98.82,93.81
04/06/2022,96.23,342749,101.24,104.02,95.73
04/05/2022,101.96,263168,103.66,105.59,99.88
04/04/2022,103.28,269786,98.95,103.94,98.05
04/01/2022,99.27,305041,101.23,101.75,97.78
03/31/2022,100.28,432263,107.45,107.80,99.66
03/30/2022,107.82,266301,105.24,108.75,104.55
03/29/2022,104.24,371233,103.47,107.84,98.44
03/28/2022,105.96,354375,112.92,111.89,102.83
03/25/2022,113.90,299911,111.75,114.12,108.68
03/24/2022,112.34,293172,114.47,116.64,110.61
03/23/2022,114.93,270946,108.85,115.40,108.38
03/22/2022,111.76,16841,112.90,115.01,109.30
03/21/2022,112.12,39803,105.13,112.69,104.08
03/18/2022,104.70,57288,103.62,106.28,102.30
03/17/2022,102.98,184057,95.34,104.24,94.85
03/16/2022,95.04,271220,95.23,99.22,94.07
03/15/2022,96.44,369225,102.28,102.58,93.53
03/14/2022,103.01,312356,109.42,109.16,99.76
03/11/2022,109.33,329393,105.99,110.29,104.48
03/10/2022,106.02,401484,110.41,114.88,105.53
03/09/2022,108.70,566583,109.05,110.76,107.73
03/08/2022,123.70,555762,120.67,129.44,117.07
03/07/2022,119.40,541864,124.58,127.60,115.54
03/04/2022,115.68,472183,107.96,116.02,114.68
03/03/2022,107.67,574369,111.33,116.57,106.43
03/02/2022,110.60,628163,107.12,112.44,110.50
03/01/2022,103.41,674932,96.09,106.78,95.32
02/28/2022,95.72,463872,97.70,99.10,94.43
02/25/2022,91.59,502277,93.32,92.46,90.06
02/24/2022,92.81,851002,92.52,98.00,91.45
02/23/2022,92.10,428121,91.74,93.90,90.64
02/22/2022,92.35,28595,92.31,92.50,92.09
02/18/2022,91.07,98808,91.63,92.66,89.03
02/17/2022,91.76,188922,90.90,93.36,90.62
02/16/2022,93.66,361057,92.21,95.01,90.00
02/15/2022,92.07,401815,94.83,95.17,90.66
02/14/2022,95.46,437005,93.91,95.54,94.50
02/11/2022,93.10,518340,90.00,94.28,92.86
02/10/2022,89.88,455913,90.01,91.74,89.03
02/09/2022,89.66,408290,89.86,90.58,88.41
02/08/2022,89.36,429214,91.64,91.68,88.51
02/07/2022,91.32,463483,91.82,92.73,90.73
02/04/2022,92.31,392350,90.19,93.17,90.07
02/03/2022,90.27,443424,87.98,90.45,86.75
02/02/2022,88.26,432060,88.35,89.72,87.10
02/01/2022,88.20,354875,88.15,88.87,86.55
01/31/2022,88.15,335056,87.45,88.39,86.34
01/28/2022,86.82,419868,87.50,88.84,86.44
01/27/2022,86.61,411978,87.15,88.54,86.20
01/26/2022,87.35,442128,85.26,87.95,85.01
01/25/2022,85.60,492368,84.15,85.71,82.99
01/24/2022,83.31,495716,84.91,86.09,81.90
01/21/2022,85.14,488219,84.57,85.56,82.78
01/20/2022,86.90,17184,86.23,87.82,86.14
01/19/2022,86.96,74583,86.61,87.91,85.77
01/18/2022,85.43,140652,84.32,86.63,83.50
01/14/2022,83.82,338268,81.73,84.45,81.58
01/13/2022,82.12,326008,82.82,82.94,81.39
01/12/2022,82.64,385040,81.38,83.10,81.17
01/11/2022,81.22,442359,78.42,81.59,78.36
01/10/2022,78.23,356260,78.88,79.45,77.83
01/07/2022,78.90,383363,79.62,80.47,78.52
01/06/2022,79.46,457889,77.24,80.24,76.73
01/05/2022,77.85,379035,77.18,78.58,76.51
01/04/2022,76.99,354487,76.02,77.64,75.70
01/03/2022,76.08,299734,75.69,76.46,74.27
12/31/2021,75.21,220573,76.66,77.08,74.95
12/30/2021,76.99,219634,76.58,77.44,75.78
12/29/2021,76.56,271934,76.04,77.37,75.36
12/28/2021,75.98,239539,75.97,76.92,75.53
12/27/2021,75.57,253684,73.38,76.09,72.57
12/23/2021,73.79,253529,73.03,73.95,72.27
12/22/2021,72.76,295571,71.27,73.16,70.80
12/21/2021,71.12,343262,69.21,71.55,68.56
12/20/2021,68.23,20838,70.07,70.07,66.04
12/17/2021,70.86,55248,71.92,72.26,69.89
12/16/2021,72.38,121440,71.48,72.99,71.03
12/15/2021,70.87,271593,70.35,71.66,69.39
12/14/2021,70.73,330236,71.12,72.03,69.51
12/13/2021,71.29,362043,72.04,73.00,70.71
12/10/2021,71.67,359324,70.68,72.33,70.32
12/09/2021,70.94,358015,72.52,73.34,70.39
12/08/2021,72.36,433777,71.86,73.00,71.48
12/07/2021,72.05,455978,69.72,73.03,69.52
12/06/2021,69.49,381415,67.02,70.15,66.72
12/03/2021,66.26,429169,67.50,69.22,65.60
12/02/2021,66.50,647830,65.63,67.49,66.53
12/01/2021,65.57,577281,67.01,69.49,64.84
11/30/2021,66.18,695141,70.04,71.22,64.43
11/29/2021,69.95,654128,69.23,70.07,69.02
11/26/2021,68.15,825163,78.34,78.65,67.40
11/24/2021,78.39,312443,78.48,78.95,78.12
11/23/2021,78.50,487578,76.46,78.86,75.30
11/22/2021,76.75,450842,75.75,76.88,76.12
11/19/2021,76.10,21558,78.76,79.92,75.37
11/18/2021,79.01,45129,78.34,79.36,77.08
11/17/2021,78.36,151244,80.54,80.69,77.69
11/16/2021,80.76,298561,80.93,81.81,80.03
11/15/2021,80.88,315309,80.66,81.20,79.30
11/12/2021,80.79,366085,81.21,81.62,79.78
11/11/2021,81.59,438940,81.41,82.33,80.20
11/10/2021,81.34,517666,84.53,84.97,80.81
11/09/2021,84.15,469906,82.16,84.63,81.78
11/08/2021,81.93,362989,81.13,82.67,81.05
11/05/2021,81.27,495564,79.37,81.80,78.96
11/04/2021,78.81,679979,80.18,83.42,78.25
11/03/2021,80.86,521441,83.07,83.08,79.69
11/02/2021,83.91,406851,83.87,84.41,82.92
11/01/2021,84.05,391380,83.36,84.88,82.74
10/29/2021,83.57,480154,83.09,83.74,81.41
10/28/2021,82.81,465907,82.25,83.21,80.58
10/27/2021,82.66,514578,84.39,84.51,82.01
10/26/2021,84.65,450497,83.72,84.88,82.97
10/25/2021,83.71,552769,83.98,85.41,83.39
10/22/2021,83.76,449253,82.61,84.22,81.76
10/21/2021,82.50,550857,83.58,83.96,80.79
10/20/2021,83.87,20021,83.34,84.25,81.30
10/19/2021,82.96,51571,82.37,83.74,81.80
10/18/2021,82.44,112683,82.60,83.87,81.84
10/15/2021,82.28,244384,81.48,82.66,81.39
10/14/2021,81.31,377617,80.59,81.54,80.38
10/13/2021,80.44,446933,80.58,81.04,79.42
10/12/2021,80.64,563724,80.50,81.62,79.47
10/11/2021,80.52,616208,79.59,82.18,79.55
10/08/2021,79.35,617865,78.86,80.11,78.63
10/07/2021,78.30,512312,77.00,78.89,74.96
10/06/2021,77.43,442865,79.04,79.78,76.83
10/05/2021,78.93,421795,77.58,79.48,77.47
10/04/2021,77.62,434907,75.90,78.38,75.32
10/01/2021,75.88,366613,75.12,75.99,74.23
09/30/2021,75.03,566200,74.78,76.07,74.53
09/29/2021,74.83,408452,74.38,75.79,73.74
09/28/2021,75.29,456945,75.43,76.67,74.24
09/27/2021,75.45,400276,74.19,75.75,74.16
09/24/2021,73.98,336445,73.24,74.27,72.81
09/23/2021,73.30,389586,71.97,73.50,71.61
09/22/2021,72.23,366304,70.85,72.30,70.64
09/21/2021,70.56,27466,70.59,71.63,69.67
09/20/2021,70.29,49307,71.92,72.08,69.86
09/17/2021,71.97,104011,72.62,72.72,71.21
09/16/2021,72.57,271543,72.65,72.99,71.53
09/15/2021,72.61,391304,70.76,73.14,70.65
09/14/2021,70.46,373449,70.64,71.22,69.98
09/13/2021,70.45,347296,69.74,70.97,69.51
09/10/2021,69.72,382399,67.97,69.96,67.68
09/09/2021,68.14,527656,69.36,69.89,67.56
09/08/2021,69.30,356036,68.37,69.75,68.31
09/07/2021,68.35,464757,69.11,69.48,67.64
09/03/2021,69.29,294675,69.76,70.53,69.05
09/02/2021,69.99,380927,68.29,70.61,67.84
09/01/2021,68.59,376119,68.55,68.69,68.17
08/31/2021,68.50,302301,69.18,69.34,68.16
08/30/2021,69.21,346705,69.30,69.64,67.67
08/27/2021,68.74,305563,67.75,69.05,67.52
08/26/2021,67.42,330284,68.00,68.31,67.02
08/25/2021,68.36,340791,67.63,68.54,66.92
08/24/2021,67.54,321805,65.54,67.80,65.41
08/23/2021,65.64,381167,61.96,66.00,61.74
08/20/2021,62.32,20071,64.05,64.10,62.11
08/19/2021,63.69,50937,64.58,64.76,62.63
08/18/2021,65.46,100783,66.58,67.48,64.34
08/17/2021,66.59,218404,67.43,67.72,66.33
08/16/2021,67.29,310196,67.71,68.27,65.73
08/13/2021,68.44,250887,68.91,69.22,67.77
08/12/2021,69.09,316001,69.36,69.62,68.46
08/11/2021,69.25,479692,68.51,69.45,66.67
08/10/2021,68.29,421649,66.85,68.90,66.56
08/09/2021,66.48,558082,67.88,67.90,65.15
08/06/2021,68.28,497049,69.14,70.18,67.80
08/05/2021,69.09,397456,68.06,69.35,67.61
08/04/2021,68.15,557749,70.32,70.81,67.85
08/03/2021,70.56,486786,71.52,71.96,69.19
08/02/2021,71.26,429120,73.91,73.95,70.55
07/30/2021,73.95,283342,73.41,74.23,72.93
07/29/2021,73.62,278856,72.40,73.68,72.26
07/28/2021,72.39,304828,71.90,72.60,71.70
07/27/2021,71.65,320109,72.22,72.33,71.08
07/26/2021,71.91,355819,72.18,72.43,70.56
07/23/2021,72.07,257102,71.71,72.21,71.39
07/22/2021,71.91,417966,70.22,72.03,69.86
07/21/2021,70.30,484311,66.45,70.51,66.44
07/20/2021,67.42,16731,66.60,67.65,65.21
07/19/2021,66.42,52689,71.49,71.67,65.63
07/16/2021,71.81,113310,71.48,72.30,70.41
07/15/2021,71.65,339262,72.96,72.96,71.40
07/14/2021,73.13,487678,75.17,75.44,72.21
07/13/2021,75.25,412564,74.18,75.52,73.68
07/12/2021,74.10,360813,74.74,74.93,73.16
07/09/2021,74.56,389867,73.26,74.76,72.72
07/08/2021,72.94,495822,72.17,73.26,70.76
07/07/2021,72.20,580622,73.85,74.86,71.07
07/06/2021,73.37,688574,75.35,76.98,72.94
07/02/2021,75.16,355423,75.02,75.62,74.41
07/01/2021,75.23,595858,73.50,76.22,73.39
06/30/2021,73.47,367750,73.47,74.14,72.82
06/29/2021,72.98,309029,72.78,73.81,71.97
06/28/2021,72.91,339373,73.99,74.45,72.62
06/25/2021,74.05,345181,73.32,74.18,72.85
06/24/2021,73.30,323860,73.28,73.61,72.32
06/23/2021,73.08,408067,72.91,74.25,72.82
06/22/2021,73.06,18977,73.41,73.95,72.94
06/21/2021,73.66,84703,71.52,73.96,71.15
06/18/2021,71.64,120976,71.10,72.17,70.16
06/17/2021,71.04,354213,71.65,72.30,69.77
06/16/2021,72.15,395326,72.45,72.99,71.61
06/15/2021,72.12,307717,71.16,72.49,70.81
06/14/2021,70.88,301853,70.65,71.78,70.65
06/11/2021,70.91,519748,70.10,71.24,69.68
06/10/2021,70.29,448177,69.76,70.39,68.68
06/09/2021,69.96,370897,70.01,70.62,69.46
06/08/2021,70.05,407390,69.29,70.27,68.47
06/07/2021,69.23,332899,69.52,70.00,68.93
06/04/2021,69.62,307435,68.91,69.67,69.29
06/03/2021,68.81,333929,68.76,68.99,68.44
06/02/2021,68.83,316256,67.99,69.00,68.24
06/01/2021,67.72,551216,68.00,68.01,67.90
05/28/2021,66.32,369957,66.95,67.52,66.17
05/27/2021,66.85,321546,66.16,66.92,66.76
05/26/2021,66.21,356881,66.04,66.43,65.25
05/25/2021,66.07,478519,66.02,66.25,65.78
05/24/2021,66.05,435983,63.87,66.14,64.97
05/21/2021,63.58,506219,61.89,64.07,61.56
05/20/2021,62.05,17039,63.39,62.87,61.89
05/19/2021,63.36,68486,65.28,63.46,63.17
05/18/2021,65.49,140479,66.33,65.60,65.13
05/17/2021,66.27,245951,65.50,66.40,66.29
05/14/2021,65.37,356176,63.83,65.62,63.33
05/13/2021,63.82,500922,65.75,65.81,63.09
05/12/2021,66.08,465657,65.46,66.63,64.97
05/11/2021,65.28,484801,64.90,65.50,65.25
05/10/2021,64.92,411540,65.57,65.75,63.95
05/07/2021,64.90,393845,64.90,64.90,64.67
05/06/2021,64.71,369580,65.27,65.13,64.60
05/05/2021,65.63,440050,66.45,65.35,65.20
05/04/2021,65.69,327341,64.53,65.77,65.22
05/03/2021,64.49,269821,63.64,64.56,64.39
04/30/2021,63.58,380491,64.88,63.69,63.43
04/29/2021,65.01,363816,63.70,65.08,64.77
04/28/2021,63.86,366957,63.04,64.53,62.67
04/27/2021,62.94,340468,61.97,63.30,61.91
04/26/2021,61.91,354112,62.06,62.01,61.89
04/23/2021,62.14,326243,61.65,62.43,61.25
04/22/2021,61.43,331702,61.11,61.69,61.03
04/21/2021,61.35,415634,62.39,62.08,60.97
04/20/2021,62.67,463231,63.53,64.38,61.49
04/19/2021,63.38,41840,62.98,63.63,62.63
04/16/2021,63.13,75376,63.32,63.88,62.83
04/15/2021,63.46,218869,62.83,63.57,62.53
04/14/2021,63.15,375808,60.44,63.44,60.38
04/13/2021,60.18,306699,59.64,60.59,59.64
04/12/2021,59.70,372380,59.35,60.77,58.73
04/09/2021,59.32,315007,59.76,59.95,59.10
04/08/2021,59.60,387648,59.52,59.93,58.82
04/07/2021,59.77,454941,59.26,59.92,58.12
04/06/2021,59.33,435658,58.80,59.48,59.01
04/05/2021,58.65,418824,61.50,61.50,57.63
04/01/2021,61.45,577986,59.49,61.75,58.86
03/31/2021,59.16,392901,60.45,61.17,58.85
03/30/2021,60.55,372783,61.96,62.27,59.94
03/29/2021,61.56,437057,60.93,61.68,61.27
03/26/2021,60.97,452009,58.48,61.36,58.32
03/25/2021,58.56,561159,60.80,60.86,57.44
03/24/2021,61.18,549817,57.40,61.34,57.29
03/23/2021,57.76,693393,61.28,61.35,57.25
03/22/2021,61.55,18717,61.55,61.90,60.39
03/19/2021,61.42,53638,59.56,61.72,58.94
03/18/2021,60.00,125705,64.42,61.16,58.20
03/17/2021,64.60,233161,64.75,65.34,63.60
03/16/2021,64.80,302297,65.33,65.43,63.80
03/15/2021,65.39,352107,65.56,66.40,64.13
03/12/2021,65.61,301506,65.96,66.24,65.41
03/11/2021,66.02,407926,64.70,66.21,64.54
03/10/2021,64.44,472481,63.84,64.96,63.25
03/09/2021,64.01,522909,64.73,65.98,63.63
03/08/2021,65.05,504787,66.68,67.98,64.57
03/05/2021,66.09,544287,64.16,66.42,63.82
03/04/2021,63.83,666759,61.08,64.32,63.87
03/03/2021,61.28,446196,59.55,61.34,60.97
03/02/2021,59.75,437551,60.23,60.51,59.38
03/01/2021,60.64,438048,61.95,60.48,60.13
02/26/2021,61.50,450135,63.46,61.73,61.48
02/25/2021,63.53,489745,63.39,63.63,63.26
02/24/2021,63.22,471858,61.29,63.51,62.78
02/23/2021,61.67,554155,62.16,63.00,60.67
02/22/2021,61.49,17185,58.88,61.84,60.87
02/19/2021,59.24,62932,60.20,60.29,58.76
02/18/2021,60.52,113236,61.68,60.68,59.79
02/17/2021,61.14,313035,60.24,61.73,61.19
02/16/2021,60.05,573153,60.15,60.27,60.06
02/12/2021,59.47,459312,57.94,59.82,57.41
02/11/2021,58.24,338366,58.40,58.71,57.84
02/10/2021,58.68,417332,58.45,58.91,58.08
02/09/2021,58.36,483494,58.11,58.62,57.27
02/08/2021,57.97,367858,57.06,58.14,57.00
02/05/2021,56.85,367946,56.46,57.29,56.43
02/04/2021,56.23,359871,55.96,56.58,55.30
02/03/2021,55.69,425699,55.05,56.33,54.81
02/02/2021,54.76,435014,53.48,55.26,53.45
02/01/2021,53.55,391958,51.99,53.74,51.64
01/29/2021,52.20,390451,52.15,53.25,51.93
01/28/2021,52.34,391963,52.65,53.58,52.04
01/27/2021,52.85,425857,52.76,53.30,51.85
01/26/2021,52.61,300342,52.91,53.25,52.29
01/25/2021,52.77,335175,52.17,52.95,51.82
01/22/2021,52.27,416863,53.10,53.16,51.44
01/21/2021,53.13,337234,52.93,53.22,52.97
01/20/2021,53.24,21202,53.13,53.56,53.05
01/19/2021,52.98,89533,52.00,53.13,51.76
01/15/2021,52.36,149492,53.80,53.83,51.83
01/14/2021,53.57,346595,52.84,53.75,53.52
01/13/2021,52.91,398195,53.31,53.12,52.84
01/12/2021,53.21,362114,52.18,53.45,52.98
01/11/2021,52.25,362084,52.58,52.70,51.50
01/08/2021,52.24,465126,50.93,52.75,50.81
01/07/2021,50.83,346834,50.53,51.28,50.39
01/06/2021,50.63,488156,49.82,50.63,49.48
01/05/2021,49.93,613857,47.38,50.20,49.37
01/04/2021,47.62,502323,48.40,48.05,47.18
12/31/2020,48.52,162807,48.35,48.58,47.77
12/30/2020,48.40,254396,48.13,48.66,47.61
12/29/2020,48.00,195767,47.72,48.35,47.68
12/28/2020,47.62,224860,48.23,48.96,47.50
12/24/2020,48.23,155943,48.09,48.62,47.56
12/23/2020,48.12,329762,46.79,48.50,46.16
12/22/2020,47.02,281890,47.93,47.96,46.60
12/21/2020,47.74,19562,48.54,47.95,47.48
12/18/2020,49.10,56198,48.43,49.28,48.10
12/17/2020,48.36,77970,47.85,48.59,47.81
12/16/2020,47.82,250687,47.60,47.94,47.17
12/15/2020,47.62,284724,46.99,47.73,46.54
12/14/2020,46.99,380367,46.73,47.44,45.69
12/11/2020,46.57,330506,46.97,46.66,46.46
12/10/2020,46.78,416274,45.69,47.74,45.52
12/09/2020,45.52,402801,45.60,46.24,44.95
12/08/2020,45.60,306224,45.66,45.93,45.14
12/07/2020,45.76,324354,46.15,46.54,45.58
12/04/2020,46.26,317929,45.64,46.68,45.61
12/03/2020,45.64,333384,44.99,45.84,44.66
12/02/2020,45.28,347720,44.38,45.61,44.80
12/01/2020,44.55,295704,45.08,45.70,44.12
11/30/2020,45.34,349022,45.34,45.61,44.86
11/27/2020,45.53,351413,45.90,46.09,44.55
11/25/2020,45.71,400583,44.82,46.26,44.73
11/24/2020,44.91,400940,42.84,45.01,44.65
11/23/2020,43.06,283487,42.46,42.97,42.81
11/20/2020,42.15,18052,41.70,42.32,41.51
11/19/2020,41.74,46456,41.61,41.98,41.76
11/18/2020,41.82,89395,41.35,41.73,41.57
11/17/2020,41.43,214643,41.44,41.69,40.57
11/16/2020,41.34,337027,40.17,42.09,40.15
11/13/2020,40.13,309998,40.94,40.94,40.06
11/12/2020,41.12,360853,41.47,42.19,40.87
11/11/2020,41.45,410601,41.79,43.06,41.32
11/10/2020,41.36,426057,39.91,41.84,41.29
11/09/2020,40.29,592543,37.34,40.45,39.77
11/06/2020,37.14,381564,38.54,38.61,37.06
11/05/2020,38.79,279316,39.17,38.56,38.40
11/04/2020,39.15,417326,38.15,39.16,38.93
11/03/2020,37.66,390487,37.03,38.23,37.80
11/02/2020,36.81,467629,35.24,37.15,33.64
10/30/2020,35.79,367503,36.07,36.60,35.21
10/29/2020,36.17,533963,37.39,37.76,34.92
10/28/2020,37.39,466151,38.97,37.57,36.97
10/27/2020,39.57,324103,38.59,39.83,38.51
10/26/2020,38.56,341684,39.69,39.74,38.28
10/23/2020,39.85,251057,40.61,40.92,39.57
10/22/2020,40.64,292201,40.04,41.02,39.71
10/21/2020,40.03,346021,41.22,41.59,39.78
10/20/2020,41.46,17399,40.65,41.70,40.25
10/19/2020,40.83,52565,40.69,41.22,40.54
10/16/2020,40.88,83245,40.88,41.05,40.08
10/15/2020,40.96,230737,41.13,41.03,40.92
10/14/2020,41.04,302316,40.19,41.16,39.82
10/13/2020,40.20,330962,39.53,40.28,40.14
10/12/2020,39.43,290338,40.40,40.45,39.04
10/09/2020,40.60,304787,41.31,41.47,40.38
10/08/2020,41.19,379278,39.99,41.33,39.76
10/07/2020,39.95,405108,39.83,40.35,39.28
10/06/2020,40.67,382606,39.35,40.86,39.10
10/05/2020,39.22,354266,37.00,39.72,37.00
10/02/2020,37.05,369869,38.60,37.08,36.86
10/01/2020,38.72,415352,39.90,40.47,37.61
09/30/2020,40.22,323219,39.16,40.09,39.81
09/29/2020,39.29,356884,40.58,40.70,38.41
09/28/2020,40.60,212719,40.07,40.80,39.78
09/25/2020,40.25,214146,40.15,40.64,39.71
09/24/2020,40.31,258227,39.60,40.37,39.12
09/23/2020,39.93,298174,39.76,40.72,39.49
09/22/2020,39.60,15651,39.63,40.02,39.00
09/21/2020,39.31,33734,40.98,41.27,38.66
09/18/2020,41.11,73755,40.97,41.18,40.57
09/17/2020,40.97,262034,40.19,41.22,39.42
09/16/2020,40.16,342971,38.35,40.34,38.35
09/15/2020,38.28,314656,37.28,38.57,37.06
09/14/2020,37.26,309669,37.32,37.68,36.82
09/11/2020,37.33,331966,37.01,37.82,36.67
09/10/2020,37.30,338923,37.80,38.18,36.93
09/09/2020,38.05,428422,36.79,38.45,36.16
09/08/2020,36.76,686873,39.48,39.59,36.13
09/04/2020,39.77,423209,41.25,40.90,39.35
09/03/2020,41.37,393678,41.63,41.79,40.22
09/02/2020,41.51,396996,43.02,43.21,41.23
09/01/2020,42.76,269697,42.83,43.43,42.72
08/31/2020,42.61,219480,42.91,43.57,42.56
08/28/2020,42.97,255609,42.98,43.42,42.69
08/27/2020,43.04,305095,43.45,43.50,42.36
08/26/2020,43.39,249771,43.39,43.78,43.00
08/25/2020,43.35,316506,42.36,43.57,42.31
08/24/2020,42.62,276796,42.48,42.89,42.23
08/21/2020,42.34,328732,42.75,42.96,41.46
08/20/2020,42.58,17963,42.74,42.79,41.50
08/19/2020,42.93,44996,42.60,43.03,42.36
08/18/2020,42.55,94785,42.79,42.99,42.11
08/17/2020,42.89,187797,42.24,42.97,41.80
08/14/2020,42.01,281945,42.33,42.57,41.62
08/13/2020,42.24,282898,42.57,42.84,42.09
08/12/2020,42.67,359950,41.62,42.90,41.53
08/11/2020,41.61,399369,41.98,42.94,41.48
08/10/2020,41.94,328469,41.50,42.33,41.17
08/07/2020,41.22,365478,41.97,42.22,41.06
08/06/2020,41.95,339186,42.19,42.65,41.61
08/05/2020,42.19,472591,41.56,43.52,41.47
08/04/2020,41.70,427371,40.78,42.08,40.14
08/03/2020,41.01,313783,40.39,41.24,39.58
07/31/2020,40.27,293852,40.34,40.55,39.66
07/30/2020,39.92,457153,41.32,41.39,38.72
07/29/2020,41.27,279638,41.13,41.57,40.93
07/28/2020,41.04,262616,41.65,41.93,40.85
07/27/2020,41.60,364710,41.26,41.82,40.48
07/24/2020,41.29,338941,41.06,41.67,40.66
07/23/2020,41.07,374334,41.95,42.36,40.83
07/22/2020,41.90,319723,41.54,42.03,41.14
07/21/2020,41.96,17724,40.65,42.40,40.64
07/20/2020,40.81,38909,40.64,40.91,39.83
07/17/2020,40.59,72124,40.69,40.90,40.02
07/16/2020,40.75,183794,40.97,41.18,40.52
07/15/2020,41.20,327910,40.55,41.26,40.08
07/14/2020,40.29,389537,40.17,40.55,40.10
07/13/2020,40.10,345391,40.35,40.72,39.47
07/10/2020,40.55,366208,39.58,40.77,38.54
07/09/2020,39.62,345020,40.87,40.99,39.27
07/08/2020,40.90,263558,40.48,41.08,40.30
07/07/2020,40.62,239403,40.68,40.95,39.90
07/06/2020,40.63,273028,40.31,41.08,40.15
07/02/2020,40.65,326235,39.78,40.74,39.46
07/01/2020,39.82,386998,39.77,39.96,39.57
06/30/2020,39.27,349492,39.72,40.08,38.98
06/29/2020,39.70,327055,37.96,39.89,37.50
06/26/2020,38.49,338747,39.09,39.35,37.79
06/25/2020,38.72,437229,38.05,39.23,37.08
06/24/2020,38.01,483384,39.99,40.54,37.31
06/23/2020,40.37,356573,40.68,41.63,39.76
06/22/2020,40.46,18811,39.18,40.70,39.12
06/19/2020,39.75,44183,38.85,40.49,38.40
06/18/2020,38.84,96816,37.74,38.97,37.11
06/17/2020,37.96,225264,37.93,38.75,37.21
06/16/2020,38.38,339007,37.05,39.06,36.38
06/15/2020,37.12,353541,36.03,37.26,34.36
06/12/2020,36.26,380344,36.26,36.99,34.48
06/11/2020,36.34,493629,39.09,39.09,35.41
06/10/2020,39.60,362966,38.50,39.91,37.73
06/09/2020,38.94,370929,38.22,39.10,37.07
06/08/2020,38.19,397386,39.41,40.44,37.96
06/05/2020,39.55,376424,37.33,39.68,37.05
06/04/2020,37.41,289254,36.76,37.62,36.38
06/03/2020,37.29,479243,36.86,38.18,35.88
06/02/2020,36.81,320931,35.56,37.06,35.28
06/01/2020,35.44,366173,35.21,35.90,34.27
05/29/2020,35.49,420891,33.68,35.77,32.36
05/28/2020,33.71,420609,32.10,34.21,31.14
05/27/2020,32.81,401527,34.14,34.32,31.75
05/26/2020,34.35,453480,33.79,34.81,32.48
05/22/2020,33.25,411001,33.95,34.00,30.72
05/21/2020,33.92,359977,33.53,34.66,33.26
05/20/2020,33.49,392364,31.89,33.78,31.56
05/19/2020,32.50,19099,32.83,33.44,31.34
05/18/2020,31.82,57021,29.53,33.32,29.53
05/15/2020,29.43,85231,27.64,29.92,27.24
05/14/2020,27.56,130795,25.56,27.96,25.18
05/13/2020,25.29,122446,25.30,26.45,24.79
05/12/2020,25.78,160903,24.49,26.23,24.22
05/11/2020,24.14,157369,24.49,25.58,23.67
05/08/2020,24.74,178222,23.35,24.99,23.26
05/07/2020,23.55,288733,24.09,26.74,22.94
05/06/2020,23.99,357184,25.52,26.08,22.58
05/05/2020,24.56,363452,21.24,25.49,21.13
05/04/2020,20.39,286630,19.11,21.42,18.05
05/01/2020,19.78,368386,19.04,20.48,18.07
04/30/2020,18.84,501420,19.23,19.44,18.11
04/29/2020,15.06,510049,13.35,16.78,12.67
04/28/2020,12.34,815946,12.96,13.69,10.07
04/27/2020,12.78,581712,16.84,16.98,11.88
04/24/2020,16.94,565121,16.78,17.97,15.64
04/23/2020,16.50,777155,14.20,18.26,13.35
04/22/2020,13.78,1141771,15.86,15.87,13.49
04/21/2020,9.06,12250,11.35,13.86,8.91
